gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det
18331;2619644;-1.355;-48.342;UNIDADE SAUDE DA FAMILIA HAIFA GABRIEL;RUA JOAO BATISTA;S/N;ALMIR GABRIEL;;67200000.0;PA;Marituba;2016;5
18044;3302849;-3.81760954856861;-58.287448883055;;;;;;;AM;Maués;2016;5
18095;2002566;-9.05966520309422;-68.6609029769878;UNIDADE BASICA DE SAUDE LAURO FONTES DA SILVA;RUA MARANHAO;030;CIDADE NOVA;(68) 99998 7000;69940000.0;AC;Sena Madureira;2016;5
18173;7818092;-9.9757;-67.8018363;USF MANOEL BEZERRA I;RUA 10 BR 364 KM 05;S/N;CIDADE DO POVO;68 3213 2500;69900460.0;AC;Rio Branco;2016;5
18882;6079180;-2.9370795;-48.951281629575796;ESTRATEGIA SAUDE DA FAMILIA VILA MACARRAO;RUA PAU BRASIL;S/N;MACARRAO;;68695000.0;PA;Tailândia;2016;5
18175;7617852;-9.045479326835109;-68.647255897522;UBS JOVILIO ALVES;COMUNIDADE BOCA DO CAETE;S/N;ZONA RURAL;68 99954 5110;69940000.0;AC;Sena Madureira;2016;5
18211;2621320;-1.8485677242278502;-48.219079971312105;POSTO DE SAUDE DO SAO LOURENCO;SAO LOURENCO;56;BAIXO ACARA;;68690000.0;PA;Acará;2016;5
18072;6747000;-1.86171558772634;-49.3373980102539;POSTO DE SAUDE DE MOCONS;RIO MOCONS;S/N;ZONA RURAL;(91)36361404;68415000.0;PA;Limoeiro do Ajuru;2016;5
18386;2015285;-3.0691874027251296;-59.952521324155995;UBS DR JOSE AMAZONAS PALHANO;RUA ANTONIO MATIAS;S/N;SAO JOSE OPERARIO;(92)36449879;69085010.0;AM;Manaus;2016;5
18127;2486695;-12.091;-46.479;CENTRO MUNICIPAL DE SAUDE MAE INOCENCIA P ALTA DO BOM JESUS;PRACA VALDEMAR CARLOS FRANCA;S/N;CENTRO;(63)36591331;77315000.0;TO;Ponte Alta do Bom Jesus;2016;5
18317;2467739;-7.19132893965495;-48.20870525185579;UBS ALBENY SOARES DE PAULA ARAGUAINA;AVENIDA C;1035;ST COUTO MAGALHAES;(63)34117142;77804970.0;TO;Araguaína;2016;5
18290;2674858;-1.09381556510922;-46.4733910560594;UNIDADE SAUDE DA FAMILIA NOVA OLINDA;VILA DE NOVA OLINDA;S/N;CENTRO;;68610000.0;PA;Augusto Corrêa;2016;5
18509;2313812;-1.20327852667727;-46.1387652161496;UNIDADE SAUDE DA FAMILIA DE FERNANDES BELO;VILA FERNANDES BELO;S/N;CENTRO;;68620000.0;PA;Viseu;2016;5
18439;6568629;-7.59322259385836;-72.9165010261308;U S F SOFIA ALMEIDA BARRETO;RUA OSVALDO CORREIA SANTANA;105;SAO FRANCISCO;(68)33431126;69990000.0;AC;Mâncio Lima;2016;5
18513;3180891;-5.62810063362105;-63.1892824172955;UNIDADE BASICA DE SAUDE DA FAMILIA DO BEABA;COM DO BEABA;S/N;ZONA RURAL;(97)3911287;69480000.0;AM;Tapauá;2016;5
18524;2021641;0.7125547018243229;-51.4144488229915;PMPG UBS JOSE LUIZ GOMES BARRETO;RODOVIA PERIMETRAL NORTE KM 150;S/N;ZONA RURAL;(96)3234000;68997000.0;AP;Porto Grande;2016;5
18721;2314134;-1.3843524456023797;-48.0944108962999;ESFSB CONCEICAO DO ITA;VILA DO ITA RODOVIA PA 140;S/N;CONCEICAO DO ITA;;68790000.0;PA;Santa Izabel do Pará;2016;5
18709;2676931;-1.02658867835996;-47.0772314071642;ESF JABAROCA;VILA DE JABAROCA;S/N;CENTRO;(91) 34811444;68707000.0;PA;Primavera;2016;5
18429;2011778;-3.13544869422903;-60.000071525572004;UBS MORRO DA LIBERDADE;RUA DONA MIMI;S/N;MORRO DA LIBERDADE;(92)32143602;69074760.0;AM;Manaus;2016;5
18778;2621711;-2.5932608695199;-55.5284643173218;CENTRO DE SAUDE DE CURI;COMUNIDADE DE CURI;S/N;CURI ARAPIUNS;(93)5232868;68005270.0;PA;Santarém;2016;5
18486;2000873;-9.07805442810032;-68.66901397704879;UNIDADE BASICA DE SAUDE EDSON SALES;RUA WALTER WILTON MAIA;S/N;CRISTO LIBERTADOR;(68) 99903 5898;69940000.0;AC;Sena Madureira;2016;5
18657;2677636;-1.44948720932003;-47.8049468994127;UNIDADE SAUDE DA FAMILIA DE PATAUATEUA;VILA DE PATAUATEUA;S/N;ZONA RURAL;;68770000.0;PA;Inhangapi;2016;5
18510;3581748;-3.3493709564208003;-64.7070050239544;CENTRO DE SAUDE DE SAO MIGUEL;AV MARECHAL DEODORO;660;CENTRO;(97)33436285;69550133.0;AM;Tefé;2016;5
18675;2331543;-6.223551731386441;-57.7663398583794;UNIDADE SAUDE DA FAMILIA ALTO TAPAJOS;SANTOS DUMONT;S/N;CENTRO;;68195000.0;PA;Jacareacanga;2016;5
18522;3039897;0.7125547018243229;-51.4144488229915;PMPG UBS WENDER RODRIGUES DE SOUSA;AV PRINCESA DAYANE;S/N;AEROPORTO;96-3234 1898;68997000.0;AP;Porto Grande;2016;5
18514;2012561;-5.6284224987028395;-63.189368247984;UNIDADE BASICA DA FAMILIA DO ACAI;AV PRESIDENTE COSTA E SILVA;S/N;ACAI;;69480000.0;AM;Tapauá;2016;5
18708;2332094;-1.77201923182025;-55.8513003587723;CENTRO DE SAUDE CORINO GUERREIRO;RUA MARECHAL CASTELO BRANCO;3840;CIDADE NOVA;93 3544-2456;68270000.0;PA;Oriximiná;2016;5
18579;6601332;-1.6825599999999998;-50.48083;POSTO DE SAUDE ARANAIZINHO;RIO ARANAI;S/N;RURAL;;68800000.0;PA;Breves;2016;5
18643;2314371;-1.1307120323180802;-47.059550285338;UNIDADE DE SAUDE DA FAMILIA ANA GONCALVES FERNANDES DE MELO;AV FREDERICO FERNANDES;16968;CENTRO;;68700710.0;PA;Capanema;2016;5
18618;6463258;-2.63540006526098;-54.9361655116081;UNIDADE DE SAUDE DA FAMILIA DE CORPUS CHRISTI;KM 135 BR 163;S/N;PLANALTO;;68143000.0;PA;Belterra;2016;5
18464;2333198;-1.39870762825008;-48.48361015319679;UNIDADE MUNICIPAL DE SAUDE DA PROVIDENCIA;AV NORTE;S/N;VAL DE CAES;(91)3257-6588;66010000.0;PA;Belém;2016;5
18482;2002884;-9.82489943504305;-67.95022487640179;U S F MARIA IZA VIANA DE CASTRO;RUA JOSE PEREIRA GURGEL;S/N;CENTRO;(06)82311188;69926000.0;AC;Bujari;2016;5
18755;2616289;-2.52237081527703;-47.7328920364366;ESF DA RIBEIRA;RIBEIRA;S/N;RIBEIRA;;68637000.0;PA;Ipixuna do Pará;2016;5
18582;2317273;-1.6907365;-50.4808947990195;UNIDADE DE SAUDE DA FAMILIA DA CASTANHEIRA;RUA JOSE RODRIGUES DA FONSECA;S/N;CASTANHEIRA;;68800000.0;PA;Breves;2016;5
18548;3331776;-9.9837076663968;-67.8356623649577;USF DR RAIMUNDO MOREIRA;RUA JACO;176;FLORESTA SUL;68;69900460.0;AC;Rio Branco;2016;5
18625;2678330;-0.84193;-46.62437;UNIDADE DE SAUDE DA FAMILIA DE AJURUTEUA;VILA DOS PERCADORES DE AJURUTEUA;S/N;AJURUTEUA;;68600000.0;PA;Bragança;2016;5
18628;2314215;-1.7329472761398999;-48.068839473724296;UNIDADE DE SAUDE DA FAMILIA DA CURVA;RODOVIA PA 140 KM 29;S/N;ZONA RURAL;;68670000.0;PA;Bujaru;2016;5
18485;2000059;-8.1702876091001;-70.3466176986674;U S F MARIA ALICE;RUA NESTOR FERREIRA BRAGA;S/N;ESPERANCA;(68) 4633372;69960000.0;AC;Feijó;2016;5
18623;2329352;-5.264854431152191;-48.769297599791095;PSF FERROVIA KM 58;FERROVIA;9999;FERROVIA;(94)33411421;68525000.0;PA;Bom Jesus do Tocantins;2016;5
18474;2680238;-9.057980775832869;-48.5215687751756;CENTRO DE SAUDE DR PEDRO ZANINA DE FORTALEZA DO TABOCAO;RUA DO SESP;S/N;CENTRO;(63)4401241;77708000.0;TO;Fortaleza do Tabocão;2016;5
18644;7811;-1.38816118240352;-47.983345985411205;USF DE MACAPAZINHO;AGROVILA MACAPAZINHO;S/N;AGROVILA MACAPAZINHO;;68745000.0;PA;Castanhal;2016;5
18484;2002914;-7.62410402297952;-72.6734018325784;UNIDADE SAUDE DA FAMILIA 25 DE AGOSTO;AV 25 DE AGOSTO;S/N;25 DE AGOSTO;(68)3226478;69980000.0;AC;Cruzeiro do Sul;2016;5
18542;2680246;-5.31692147254928;-48.2276201248155;CENTRO MUNICIPAL DE SAUDE DONA EDMUNDA DE BURITI;RUA FUNDACAO SESP;S/N;CENTRO;63-34591383;77995000.0;TO;Buriti do Tocantins;2016;5
18502;3320138;-7.19791173934916;-59.893448352812;POSTO DE SAUDE IRMA ELIZABETE;RUA DA MORENA;S/N;MORENA;;69265000.0;AM;Apuí;2016;5
18622;2316420;-1.3098835945129;-48.223028182982;UNIDADE DE SAUDE DA FAMILIA 3 TRAVESSA;3 TRAVESSA;S/N;CENTRO;;68795000.0;PA;Benevides;2016;5
18517;6057594;-0.12439632882110101;-51.28607685610121;PM MZG UBS ADAUTO BASILIO;RUA VEIGA CABRAL;S/N;SAO TIAGO;9632711390;68940000.0;AP;Mazagão;2016;5
18580;2317303;-1.6907365;-50.4808947990195;UNIDADE DE SAUDE DA FAMILIA DA CIDADE NOVA;AV MELGACO;S/N;CIDADE NOVA;;68800000.0;PA;Breves;2016;5
18508;2320568;4.47525934021225;-61.147306347149296;UNIDADE DE REFERENCIA DE SAUDE DA FAMILIA;MONTE RORAIMA;S/N;VILA NOVA;;69345000.0;RR;Pacaraima;2016;5
18516;2021358;0.0117909908294674;-51.0869193077073;PMM U B S DOS CONGOS;AVN CLAUDOMIRO DE MORAES;340;CONGOS;(96)2126212;68904400.0;AP;Macapá;2016;5
18660;6773508;-2.36312270164483;-47.8538918495164;ESF SANTA MARIA DO BACURI;SANTA MARIA DO BACURI;S/N;ZONA RURAL;;68637000.0;PA;Ipixuna do Pará;2016;5
18415;2013002;-3.13047051429739;-59.995243549345204;UBS LUCIO FLAVIO DE VASCONCELOS DIAS;TRAVESSA COMANDANTE FERRAZ;15;BETANIA;(92)32159009;69073060.0;AM;Manaus;2016;5
18627;6442765;-1.6907365;-50.4808947990195;UNIDADE DE SAUDE DA FAMILIA DO RIACHO DOCE;RUA DR TEIXEIRA DA COSTA;S/N;RIACHO DOCE;;68800000.0;PA;Breves;2016;5
18446;2018705;-2.89795517921439;-58.4049725532515;POSTO DE SAUDE DA FAMILIA BAIXA FUNDA;COMUNIDADE NOSSA SENHORA DA CONCEICAO;S/N;COMUNIDADE;(92)35282010;69114000.0;AM;Silves;2016;5
18720;2316838;-1.1278259754180602;-48.2656216621385;UNIDADE SAUDE DA FAMILIA DE GENIPAUBA;RUA PRINCIPAL DO GENIPAUBA;S/N;GENIPAUBA;9137761167;68798000.0;PA;Santa Bárbara do Pará;2016;5
18512;6791611;-7.92629473876062;-61.5690121531487;CENTRO DE SAUDE SANTO ANTONIO DO MATUPI;BR 319 KM 180;S/N;ZONA RURAL;;69280000.0;AM;Manicoré;2016;5
18520;3697983;-7.193630933761389;-59.87724781036199;CENTRO DE SAUDE CURUMIM;RUA JOINVILE;S/N;VILA RICA;97-91548749;69265000.0;AM;Apuí;2016;5
18501;2012510;-8.6931631;-67.952363;UNIDADE BASICA DE SAUDE FRANCISCO GASTINO CHAGAS;AV CEL JOSE ASSUNCAO NETO;S/N;PLATO DO PIQUIA;;69850000.0;AM;Boca do Acre;2016;5
18504;2717336;-4.0942;-63.142419999999994;UNIDADE BASICA DE SAUDE ALVELOS DANTAS;RUA 02 DE DEZEMBRO;845;TAUAMIRIM;;69460000.0;AM;Coari;2016;5
18515;3581659;-3.5333383083342498;-64.41093206405449;CENTRO DE SAUDE ROSSINI BARBOSA LIMA;RUA SAO SEBASTIAO;S/N;CAIAMBE;;69550336.0;AM;Tefé;2016;5
18506;2012006;-4.0953469276427;-63.1464314460736;UNIDADE BASICA DE SAUDE ELIANA FEIJO;RUA AGAMENON SILVA;350;URUCU;(97)5614820;69460000.0;AM;Coari;2016;5
18518;2020262;-0.124645202514301;-51.28248759651179;PM MZG UBS DR CID SANTANA;RUA PRESIDENTE VARGAS;01;OLARIA;(96)2711101;68940000.0;AP;Mazagão;2016;5
18962;2016826;-2.63294;-56.72886999999999;UNIDADE BASICA DE SAUDE DARLINDA RIBEIRO;RUA SENADOR JOSE ESTEVES;S/N;PALMARES;(92) 5332503;69153160.0;AM;Parintins;2016;5
19078;2001829;-10.053981542587;-67.7772116661052;USF BENFICA;RODOVIA AC 40 KM 09;S/N;BENFICA;(68)3221-6693;69900970.0;AC;Rio Branco;2016;5
18937;3518876;-2.6456332000000002;-56.7398583;UNIDADE BASICA DE SAUDE DA FAMILIA MAE PALMIRA;RUA CORREA NETO;S/N;PAULO CORREA;;69152053.0;AM;Parintins;2016;5
18892;2621568;-3.75280737876881;-49.67453241348121;P S F DO GETAT;RUA GOIAIS QD 68 LOTE 19;19;GETAT;91445321;68457200.0;PA;Tucuruí;2016;5
18894;6585825;-3.75719301;-47.503144754999106;UNIDADE DE SAUDE DA FAMILIA RIO BONITO;COLONIA RIO BONITO;S/N;ZONA RURAL;;68632000.0;PA;Ulianópolis;2016;5
19069;2019477;-3.3932599999999997;-57.70721999999999;CENTRO DE SAUDE JORGE DE ALMEIDA BRITO;RUA ADOLFO CARNEIRO;S/N;MIRANTE DO EDEN;(92)05422112;69190000.0;AM;Maués;2016;5
19109;2744473;2.8281905;-60.66886289999999;UNIDADE BASICA DE SAUDE BURITIS;RUA RAIMUNDO FIGUEIRAS;661;BURITIS;(95)3625 7454;69309182.0;RR;Boa Vista;2016;5
18859;2620979;-1.6758145;-47.774784569225595;USF NOVA ALIANCA;COMUNIDADE NOVA ALIANCA;S/N;ZONA RURAL;;68635000.0;PA;São Domingos do Capim;2016;5
18885;2676311;-0.945339202880832;-46.8972659111009;PSF DA CHAPADA;LOCALIDADE CHAPADA;S/N;CHAPADA;;68647000.0;PA;Tracuateua;2016;5
19598;2012502;-8.69316;-67.95236;UNIDADE BASICA DE SAUDE MARIA CLAUDIA;AV AMAZONAS;S/N;CENTRO;;69850000.0;AM;Boca do Acre;2016;5
19468;2744570;2.8166819191043904;-60.670532672965;UNIDADE BASICA DE SAUDE DR SILVIO LOFEGO BOTELHO;AV MINAS GERAIS;512;DOS ESTADOS;(95)36238714;69301000.0;RR;Boa Vista;2016;5
19453;2803143;-12.457906007766399;-61.9174003601056;UNIDADE BASICA DE SAUDE FLOR DA SERRA;LINHA P 36 KM 110;S/N;ZONA RURAL;;76952000.0;RO;Alto Alegre dos Parecis;2016;5
19359;2320746;1.7359471321105502;-61.1425852775556;CENTRO DE SAUDE DE VISTA ALEGRE;BR174;S/N;VILA VISTA ALEGRE;(95)5321427;69360000.0;RR;Caracaraí;2016;5
19322;2806614;-10.542787313461;-63.01740646362121;CENTRO DE SAUDE COLINA VERDE GOV JORGE TEIXEIRA;PROJETO COLINA VERDE;S/N;ZONA RURAL;;76898000.0;RO;Governador Jorge Teixeira;2016;5
19463;2566753;2.8166819191043904;-60.670532672965;UNIDADE BASICA DE SAUDE CARANA;RUA VALMIR PEREIRA DA ROCHA;98;CARANA;(95) 36267499;69313620.0;RR;Boa Vista;2016;5
19470;3068927;3.37697625160207;-59.8160290718061;UBS DIMINIZ DINIZ DA SILVA;RUA SAO FRANCISCO;S/N;SAO FRANCISCO;;69380000.0;RR;Bonfim;2016;5
19498;3042553;-11.013675928115498;-68.74793529510299;ESF JOSE MARIA DE SOUZA SANTOS;AV GENY ASSIS;501;CENTRO;06835463041;69932000.0;AC;Brasiléia;2016;5
19226;2495406;-10.894360542297001;-61.923580169675894;CENTRO DE SAUDE NOVA BRASILIA JIPARANA;AVENIDA BRASILEIA;1185;RIACHUELO;69 3421 9249;76900020.0;RO;Ji-Paraná;2016;5
19461;2494205;-9.931726455688189;-63.057231903074296;CENTRO DE SAUDE MARECHAL RONDON ARIQUEMES;RUA ALBINE HENRIQUE;S/N;MARECHAL RONDON;(69)35352329;76877012.0;RO;Ariquemes;2016;5
19472;2320207;2.61;-60.597;CENTRO DE SAUDE SEBASTIAO RODRIGUES SILVA;RENATO COSTA DE ALMEIDA;100;CENTRO;(95)5531113;69390000.0;RR;Cantá;2016;5
19462;2789396;-12.72489;-60.13534;UNIDADE BASICA DE SAUDE AFONSO MANSUR DE FRANCA;AVENIDA BRIGADEIRO EDUARDO GOMES;976;JARDIM ELDORADO;(69) 3321-5600;76987174.0;RO;Vilhena;2016;5
19460;2494264;-9.920074939727499;-63.024744987486;CENTRO DE SAUDE SETOR 02 ARIQUEMES;RUA CANARIO;1246;SETOR 02;(68)5363072;76873110.0;RO;Ariquemes;2016;5
19469;2744546;2.8363072872161;-60.714976787565405;UNIDADE BASICA DE SAUDE PROF MARIANO DE ANDRADE;AVENIDA DECO FONTELIS;264;CARANA;(95)3627 1327;69301970.0;RR;Boa Vista;2016;5
19464;6006396;2.8166819191043904;-60.670532672965;UNIDADE BASICA DE SAUDE PASTOR LUCIANO GALDINO RABELO;RUA BRESCIA C BOLONIA;S/N;CENTENARIO;95-36232652;69301970.0;RR;Boa Vista;2016;5
19465;2744457;2.8166819191043904;-60.670532672965;UNIDADE BASICA DE SAUDE 31 DE MARCO;RUA MAJOR CARLOS MARDEL;466;31 DE MARCO;(95)3623 - 1822;69301970.0;RR;Boa Vista;2016;5
19442;2317109;-2.13389039039606;-47.5569391250597;UBS ANTONIO CARLOS CARVALHO DA SILVA;RUA SANTO ANTONIO;1206;APARECIDA;;68658000.0;PA;Aurora do Pará;2016;5
19274;2744562;2.8166819191043904;-60.670532672965;UNIDADE BASICA DE SAUDE SAO VICENTE;AV PRESIDENTE CASTELO BRANCO;1875;SAO VICENTE;(95)3623 1556;69301000.0;RR;Boa Vista;2016;5
19995;2614650;-7.31037139892557;-50.0544619560227;ESTRATEGIA DE SAUDE DA FAMILIA NOEMIA GOMES DE MORAIS;AV 14;215;SETOR REMOR;(94)428 1257;68530000.0;PA;Rio Maria;2016;5
19740;2328690;-1.36628508567806;-48.373854160307395;CENTRO DE SAUDE DE ANANINDEUA;RUA CLAUDIO SANDERS;S/N;CENTRO;(91)2552552;67140190.0;PA;Ananindeua;2016;5
19996;2329115;-4.783011674880839;-48.0640268325792;UNIDADE DE SAUDE DA FAMILIA PARQUE ELITE;RUA SANTO ANTONIO;51;PARQUE ELITE;(94)3261648;68638000.0;PA;Rondon do Pará;2016;5
19962;2677156;-1.03889465332028;-47.3514819145189;USF VILA TIMBOTEUA;VILA TIMBOTEUA;S/N;CENTRO;(91) 3856-2001;68730000.0;PA;Nova Timboteua;2016;5
19912;2333481;-7.55870087237007;-49.6975784122373;ESTRATEGIA DE SAUDE DA FAMILIA VILA NOVA;AV 15 DE NOVEMBRO;115;VILA NOVA;(94) 4321047;68543000.0;PA;Floresta do Araguaia;2016;5
19871;2329344;-5.04736270432029;-48.59903995906139;PSF VILA SAO RAIMUNDO;AV RUI BARBOSA;S/N;VILA SAO RAIMUNDO;(94)33411421;68525000.0;PA;Bom Jesus do Tocantins;2016;5
19862;2337290;-1.4311194419860402;-48.448741436003196;CENTRO DE SAUDE DO CURIO;RUA ALBERTO ENGELHARD;S/N;MARCO;(91)3276-5586;66010000.0;PA;Belém;2016;5
19861;2341123;-1.3273179531097;-48.454256057737894;UNIDADE DE SAUDE DA FAMILIA PARQUE GUAJARA;RUA GOUVEIA E SILVA;S/N;TOCANTINS;(91);66821310.0;PA;Belém;2016;5
19806;2486857;-12.1367799832225;-49.17384673074329;CENTRO DE SAUDE OLAVO RODRIGUES DE MATOS;RUA BERNARDO SAYAO;S/N;CENTRO;(63)33741207;77465000.0;TO;Figueirópolis;2016;5
19792;2695235;-1.34073972702022;-48.4426689147935;UNIDADE MUNICIPAL DE SAUDE DO SATELITE;TRAVESSA WE 8 CJ SATELITE;S/N;COQUEIRO;(91)3248-3122;66670220.0;PA;Belém;2016;5
19721;2331489;-0.9126849406922231;-52.4265003204346;CENTRO DE SAUDE DE MUNGUBA;VILA MUNGUBA;S/N;VILA MUNGUBA;93-37371811;68240000.0;PA;Almeirim;2016;5
19688;2333481;-7.55870087237007;-49.6975784122373;ESTRATEGIA DE SAUDE DA FAMILIA VILA NOVA;AV 15 DE NOVEMBRO;115;VILA NOVA;(94) 4321047;68543000.0;PA;Floresta do Araguaia;2016;5
19981;2614375;-5.97286105155928;-50.16353130340429;POSTO DE SAUDE APA;VILA APA;S/N;ZONA RURAL;;68515000.0;PA;Parauapebas;2016;5
19895;6318312;-4.01042745930706;-49.458126069512204;P S F BAIRRO SANTA CATARINA;RUA SANTO ANDRE;1537;SANTA CATARINA;94 37860788;68488000.0;PA;Breu Branco;2016;5
19976;5193362;-2.97731637954703;-47.34611749648911;U E S F PROMISSAO III;RUA LUIS TORRES;S/N;PROMISSAO III;;68625970.0;PA;Paragominas;2016;5
19879;2312441;-4.0134522625923905;-49.465119873046895;PSF DA VILA DE NAZARE DE PATOS;ESTRADA DE NAZARE DOS PATOS;S/N;NAZARE DE PATOS;(94)3786-0788;68488000.0;PA;Breu Branco;2016;5
19803;2496518;-11.4244186878201;-61.4618325233442;UNIDADE BASICA DE SAUDE NOVA ESPERANCA;RUA ANA LUCIA;1868;NOVO CACOAL;069-3907-4060;76962144.0;RO;Cacoal;2016;5
19972;2318989;-2.98548102378837;-47.4519896507249;U E S F KM 11;PA 125 KM 11;01;KM 11;;68625215.0;PA;Paragominas;2016;5
19958;5603617;-2.269;-46.9654850158691;USF NOVA ESPERANCA DO PIRIA;RUA 1 DE MAIO;S/N;CENTRO;(91) 3817-1433;68618000.0;PA;Nova Esperança do Piriá;2016;5
19841;2808498;-11.045609289937;-62.66942709525661;UBS NARCISO FERREIRA;RUA PERNAMBUCO;S/N;SETOR 2;;76926000.0;RO;Mirante da Serra;2016;5
19980;2615088;-3.00032;-47.35123;U E S F CIDADE NOVA;RUA SANTA INES;1;CIDADE NOVA;(91);68625970.0;PA;Paragominas;2016;5
19990;2614308;-6.08938694000226;-49.885869026182604;CENTRO DE SAUDE DO BAIRRO GUANABARA;RUA MANE GARINCHA;69;GUANABARA;;68515000.0;PA;Parauapebas;2016;5
19737;7734395;-0.7805761;-47.181449900000004;USF DA PARADA MIRITI;VILA DOS MIRITIS;S/N;ZONA RURAL;;68719000.0;PA;São João de Pirabas;2016;5
19709;2329468;-1.96167111396784;-48.200604915617504;CENTRO DE SAUDE DA CIDADE;AV GOV FERNANDO GUILHON;11;CENTRO;(91)37321585;68690000.0;PA;Acará;2016;5
19994;2676915;-1.3986;-48.86043;UNIDADE BASICA DE SAUDE DA FAMILIA DORALICE BOULHOSA;RODOVIA MANGABEIRA;S/N;ESTRADA;37771104;68830000.0;PA;Ponta de Pedras;2016;5
19833;2320789;1.005;-60.159;CENTRO DE SAUDE REGINA RIBEIRO PAIVA;AVENIDA JOAO RODRIGUES DA SILVA;S/N;CENTRO;95-35371021;69370000.0;RR;São Luiz;2016;5
19863;2675935;-1.35549187660213;-48.25356245040749;USF DO BAIRRO INDEPENDENTE;TRAVESSA TREZE DE MARCO;S/N;INDEPENDENTE;( );68795000.0;PA;Benevides;2016;5
19848;2695227;-1.09374644849981;-48.4097005426884;UNIDADE DE URGENCIA E EMERGENCIA BASICA DE CARANANDUBA;PRACA DE CARANANDUBA;S/N;CARANANDUBA;(91)37721338;66010000.0;PA;Belém;2016;5
19974;2318601;-2.9941904999999998;-47.3569615610518;U E S F JARDIM BELA VISTA;RUA NITEROI;S/N;JARDIM BELA VISTA;;68625970.0;PA;Paragominas;2016;5
19719;2621312;-1.98452358209821;-48.2059478759766;POSTO DE SAUDE DO IPITINGA;IGARAPE IPITINGA;05;ALTO ACARA;;68690000.0;PA;Acará;2016;5
19605;2467615;-9.52362491184197;-48.589656677246104;UNIDADE BASICA DE SAUDE DA FAMILIA CENTRO;RUA 10 ESQ COM RUA JOSE A CARVALHO;224;CENTRO;(63)33551453;77660000.0;TO;Miranorte;2016;5
19794;2469553;-6.027760505676089;-47.924959659575;UNIDADE BASICA DE SAUDE DE SAO BENTO;RUA BETEL;S/N;CENTRO;(63)34871130;77958000.0;TO;São Bento do Tocantins;2016;5
19939;2316412;-1.3717889785766202;-48.335466384886296;CENTRO DE SAUDE DR GILSON RUFINO GONCALVES;RUA MARIA ANTONIA DE BRITO;S/N;DECOUVILE;(91)2561531;67200000.0;PA;Marituba;2016;5
19821;2332698;-1.4409685134887298;-48.483245372770796;UNIDADE MUNICIPAL DE SAUDE DE ICOARACI;RUA MANOEL LEMOS BARATA;840;CENTRO;(91)32270270;66010000.0;PA;Belém;2016;5
19838;2340798;-1.459845;-48.4878256874875;UNIDADE DE SAUDE DA FAMILIA RIACHO DOCE;RUA DA OLARIA;836;GUAMA;(91)2497884;66010000.0;PA;Belém;2016;5
19757;2328852;-1.3611663;-48.411296500000006;UNIDADE BASICA DE SAUDE URGENCIA E EMERGENCIA AGUAS LINDAS;RUA OSVALDO CRUZ;S/N;AGUAS LINDAS;;67130140.0;PA;Ananindeua;2016;5
19847;2337436;-1.4214634895324298;-48.48547697067121;UNIDADE MUNICIPAL DE SAUDE DO TELEGRAFO;RUA DO FIO;S/N;TELEGRAFO;(91)2440471;66030000.0;PA;Belém;2016;5
19935;2311887;-0.943332910537692;-47.6460742950426;U S F DE MATAPIQUARA;RUA BERNADINHO FELIX;S/N;CENTRO;;68760000.0;PA;Marapanim;2016;5
19682;2497409;-11.722258913380802;-61.78578093518539;UBS ENI CORREIA DA SILVA NOVA ESTRELA;AVENIDA TANCREDO NEVES;2921;CENTRO;(69)34322290;76940000.0;RO;Rolim de Moura;2016;5
19640;2619814;-0.7466177599948609;-48.0258054980831;ESF SANTA MARIA DA BARRETA;VILA SANTA MARIA DA BARRETA;S/N;ZONA RURAL;(91)37441423;68775000.0;PA;São Caetano de Odivelas;2016;5
19991;2677024;-0.8989103;-47.0111336;CENTRO DE SAUDE DE QUATIPURU;RUA BERNARDINO GOMES;300;CENTRO;(91)38222091;68709000.0;PA;Quatipuru;2016;5
19977;3984591;-3.01570415496817;-47.3517179489122;U E S F LAERCIO CABELINE;BRASIONEL RODRIGUES;503;LAERCIO CABELINE;;68625215.0;PA;Paragominas;2016;5
19763;5546095;-7.03483591328811;-55.4198701179784;UNIDADE DE SAUDE DA FAMILIA DR ISAIAS PINHEIRO ANTUNES;RUA ITAITUBA;S/N;BELA VISTA;;68193000.0;PA;Novo Progresso;2016;5
19964;5885396;-4.2481485;-49.948638244342604;PSF SEBASTIAO JOSE DE MOURA SOBRINHO;VALE DO SOL;01;VALE DO SOL;94 3785 1311;68473000.0;PA;Novo Repartimento;2016;5
19852;2314312;-0.9416604;-48.2730417;UNIDADE MISTA DE SAUDE DE COLARES;XV DE NOVEMBRO;S/N;CENTRO;(91)34617161;68785000.0;PA;Colares;2016;5
19868;2021056;0.0130140781402584;-51.0723066329941;PMM U B S RD HOZANAN DE SOUZA;RUA HILDEMAR MAIA;3710;MUCA;(96)2412510;68902335.0;AP;Macapá;2016;5
19913;2317230;-1.9329767;-47.049594;CENTRO DE SAUDE GARRAFAO DO NORTE;AVENIDA SETE DE SETEMBRO;S/N;PEDRINHA;(91)34344127;68665000.0;PA;Garrafão do Norte;2016;5
19872;2021668;0.8820605278014879;-52.0175600051865;PMSN UBS SEBASTIAO MOURA DE ARAUJO;COMUNIDADE DO CACHACO;S/N;C CACHACO;(96)2321158;68948000.0;AP;Serra do Navio;2016;5
